epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6434288024902344,0.6823099851608276,0.6512267589569092,0.6441904306411743,0.6157297492027283,0.6649951338768005,0.7293227910995483,0.6299561262130737,0.7095454931259155,0.5587226152420044
1,0.6682949662208557,0.7191488146781921,0.6243360638618469,0.6863951683044434,0.600527822971344,0.7157486081123352,0.7862669229507446,0.5641979575157166,0.733771800994873,0.6772235631942749
2,0.7334095239639282,0.7960599064826965,0.5572622418403625,0.7509970664978027,0.685827374458313,0.7472089529037476,0.8261051177978516,0.5194185376167297,0.7313867807388306,0.7814198732376099
3,0.7880008220672607,0.8589697480201721,0.4753345251083374,0.8147910237312317,0.7368171215057373,0.760352611541748,0.8508328795433044,0.5432312488555908,0.715458869934082,0.864555299282074
4,0.8239619731903076,0.8999976515769958,0.4057465195655823,0.8449546694755554,0.7867511510848999,0.7882499098777771,0.8676828742027283,0.48710134625434875,0.7730773091316223,0.8160464763641357
5,0.8499454259872437,0.9278157353401184,0.34615325927734375,0.8686597347259521,0.8190023899078369,0.7892792224884033,0.8716607093811035,0.5478626489639282,0.7579665780067444,0.8499867916107178
6,0.8700306415557861,0.946483314037323,0.2962016463279724,0.8884493112564087,0.8416468501091003,0.8023173213005066,0.8834547400474548,0.5059343576431274,0.778398871421814,0.8452889919281006
7,0.8848152756690979,0.9590946435928345,0.25894787907600403,0.9059073328971863,0.854790210723877,0.7981472015380859,0.8789740204811096,0.6984753012657166,0.7424352765083313,0.9130641222000122
8,0.8997038006782532,0.968148410320282,0.22828222811222076,0.9156334400177002,0.8770651817321777,0.8063290119171143,0.8818708658218384,0.7663688659667969,0.757784366607666,0.9005014300346375
9,0.9084082245826721,0.9733443260192871,0.20828990638256073,0.9304857850074768,0.8796516060829163,0.8127688765525818,0.8903377056121826,0.6732774376869202,0.7636719346046448,0.9058854579925537
