epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6314831972122192,0.6792091727256775,0.6513080596923828,0.624640166759491,0.629981517791748,0.6668689846992493,0.7279618978500366,0.616489589214325,0.6988489627838135,0.5864871740341187
1,0.6562986969947815,0.7113324403762817,0.6304414868354797,0.6454813480377197,0.6695697903633118,0.6882208585739136,0.7750378847122192,0.6013287305831909,0.7686859369277954,0.5385062098503113
2,0.7112306356430054,0.7818312644958496,0.5720265507698059,0.7047902941703796,0.7113750576972961,0.7403995990753174,0.8164976835250854,0.5313889384269714,0.722376823425293,0.78094482421875
3,0.7676956653594971,0.8399947881698608,0.5032222270965576,0.7702447175979614,0.7525996565818787,0.7641003727912903,0.8463377356529236,0.508948564529419,0.7623066902160645,0.7675375938415527
4,0.8070626854896545,0.8893886208534241,0.42549973726272583,0.8110823035240173,0.7927157282829285,0.7728628516197205,0.8577073216438293,0.5107715725898743,0.7535187005996704,0.8110319375991821
5,0.8397775888442993,0.9215108156204224,0.36175408959388733,0.8416662216186523,0.8308261036872864,0.7904140949249268,0.8730823397636414,0.48505115509033203,0.7585769295692444,0.8519926071166992
6,0.8629820346832275,0.9418236613273621,0.3122105300426483,0.8644312024116516,0.8558986783027649,0.7989653944969177,0.8798284530639648,0.4937026798725128,0.7632459402084351,0.8668250441551208
7,0.8819769024848938,0.9560858011245728,0.2716401219367981,0.8847571611404419,0.8741092681884766,0.8048509955406189,0.87975013256073,0.5913093686103821,0.7643128633499146,0.8815518617630005
8,0.8938000202178955,0.965614378452301,0.2384822964668274,0.8957911729812622,0.8875164985656738,0.8117659687995911,0.8892229199409485,0.5541598200798035,0.7597519755363464,0.911902904510498
9,0.9044798016548157,0.9712529182434082,0.21746288239955902,0.9090275764465332,0.8955925107002258,0.8076750636100769,0.8803446292877197,0.755962610244751,0.7517709136009216,0.9187120795249939
10,0.9118854403495789,0.976660430431366,0.1954602152109146,0.9116121530532837,0.9091581106185913,0.7947953343391418,0.879513680934906,0.8018084168434143,0.7246761322021484,0.9508577585220337
