epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.649328351020813,0.6915994882583618,0.6456016898155212,0.6283573508262634,0.7038796544075012,0.6686901450157166,0.7277166247367859,0.6250698566436768,0.6624974608421326,0.6877804398536682
1,0.6659564971923828,0.7150013446807861,0.6286950707435608,0.6566972136497498,0.6733703017234802,0.6962442994117737,0.771828293800354,0.5806626081466675,0.6676436066627502,0.7815782427787781
2,0.7388345003128052,0.8021487593650818,0.5510638952255249,0.7394840121269226,0.7247294783592224,0.7557074427604675,0.8333761096000671,0.5073066353797913,0.7596612572669983,0.7481129765510559
3,0.7972148060798645,0.8668875098228455,0.46633797883987427,0.8066843152046204,0.7733438611030579,0.7708305716514587,0.8544201850891113,0.4771898090839386,0.7918989658355713,0.7347584962844849
4,0.8279768228530884,0.902922511100769,0.40204140543937683,0.8408563137054443,0.802375316619873,0.770698606967926,0.8658371567726135,0.5185397863388062,0.7147883176803589,0.9008709192276001
5,0.8540362119674683,0.9268985390663147,0.35037481784820557,0.865985631942749,0.832251250743866,0.7970651388168335,0.8782392740249634,0.46972838044166565,0.7870549559593201,0.8145157098770142
6,0.8740159273147583,0.9454529285430908,0.30124524235725403,0.8913816213607788,0.847294807434082,0.8012879490852356,0.8835738301277161,0.5142959356307983,0.7652909755706787,0.869147539138794
7,0.8894489407539368,0.9575821757316589,0.2658994495868683,0.9098314642906189,0.8607020378112793,0.8027923703193665,0.8853431344032288,0.6068373322486877,0.7497931718826294,0.9088941812515259
8,0.9022318124771118,0.965940535068512,0.23757635056972504,0.9211606979370117,0.8763790130615234,0.8046398758888245,0.8805552124977112,0.7855663299560547,0.759358286857605,0.8919503688812256
9,0.9109355807304382,0.9720228314399719,0.21329519152641296,0.9315312504768372,0.8840327262878418,0.8147483468055725,0.8907807469367981,0.6940262913703918,0.7774004340171814,0.8820797204971313
10,0.9187040328979492,0.9766444563865662,0.19418393075466156,0.940900981426239,0.8907891511917114,0.8117131590843201,0.8913941383361816,0.6747340559959412,0.763673722743988,0.9028239846229553
