epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6462029814720154,0.6853898763656616,0.6488810181617737,0.6476032137870789,0.6168382167816162,0.6684789657592773,0.7315415143966675,0.6363206505775452,0.6999498605728149,0.5898126363754272
1,0.6815099716186523,0.7322647571563721,0.6133154630661011,0.6725152134895325,0.6878859996795654,0.7246166467666626,0.7982158064842224,0.5596418976783752,0.6923737525939941,0.8084455132484436
2,0.7487984299659729,0.8116464018821716,0.5411693453788757,0.7442595362663269,0.7459487915039062,0.7582411766052246,0.8323914408683777,0.5160315036773682,0.7393708229064941,0.7976775169372559
3,0.7968875765800476,0.8683985471725464,0.46183112263679504,0.7975929379463196,0.7870678305625916,0.7748686671257019,0.8528269529342651,0.49139803647994995,0.7393482327461243,0.8490894436836243
4,0.8336753845214844,0.9063972234725952,0.396241694688797,0.8336436748504639,0.8271311521530151,0.7773496508598328,0.866243839263916,0.5541840195655823,0.7217743396759033,0.9026656150817871
5,0.8576290607452393,0.9329543709754944,0.3353579342365265,0.8563489317893982,0.8539984226226807,0.8039008975028992,0.8809812068939209,0.483115553855896,0.7863146066665649,0.8346265554428101
6,0.8792445063591003,0.9518525004386902,0.2836228907108307,0.8813143372535706,0.8721034526824951,0.792367160320282,0.8762335777282715,0.5779896378517151,0.7339697480201721,0.9171813130378723
7,0.8955080509185791,0.9642840623855591,0.24367009103298187,0.89924556016922,0.8870941996574402,0.8122938275337219,0.8869069218635559,0.5806099772453308,0.7680667042732239,0.8948007225990295
8,0.9074069261550903,0.9717668890953064,0.2163437008857727,0.90935218334198,0.9017682671546936,0.7936868071556091,0.8770227432250977,0.775968611240387,0.7241018414497375,0.9489575028419495
9,0.915980339050293,0.9777844548225403,0.18994103372097015,0.9196986556053162,0.9086302518844604,0.8040328621864319,0.8845733404159546,0.7267084121704102,0.7362011075019836,0.9476379156112671
10,0.9233846664428711,0.9812545776367188,0.17484742403030396,0.9233537912368774,0.9207706451416016,0.8087043762207031,0.87967848777771,0.8440808057785034,0.7447378039360046,0.9394035339355469
