epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6412721276283264,0.679660439491272,0.6516863703727722,0.6388093829154968,0.6241752505302429,0.6687692999839783,0.727415919303894,0.6155281662940979,0.6718069911003113,0.659963071346283
1,0.6646053194999695,0.7130803465843201,0.629355788230896,0.672102153301239,0.6222222447395325,0.6933146715164185,0.7859562635421753,0.5891644358634949,0.6468818783760071,0.8514119982719421
2,0.7327079772949219,0.7982754707336426,0.5549785494804382,0.7430384159088135,0.6986011862754822,0.7406371235847473,0.8222852945327759,0.531193196773529,0.7207320332527161,0.7857482433319092
3,0.7834017276763916,0.8560600876808167,0.4802638292312622,0.8048037886619568,0.7392979860305786,0.7686399817466736,0.8518809080123901,0.4968695044517517,0.7704447507858276,0.7653206586837769
4,0.818895161151886,0.899350106716156,0.4070121645927429,0.8370770812034607,0.7848508954048157,0.7824170589447021,0.8664289116859436,0.49068722128868103,0.7630143165588379,0.8193190693855286
5,0.8459179997444153,0.9279554486274719,0.345249205827713,0.8617086410522461,0.8183161616325378,0.7903085350990295,0.8755335211753845,0.5071302056312561,0.7499772906303406,0.8709949851036072
6,0.8667827248573303,0.9465709924697876,0.2961784303188324,0.8879281282424927,0.8347321152687073,0.7993876934051514,0.880133867263794,0.5552158355712891,0.7606378197669983,0.8737397789955139
7,0.8851790428161621,0.9595492482185364,0.258716881275177,0.9060717821121216,0.8554235696792603,0.7964844703674316,0.8805992603302002,0.6193071007728577,0.7477723956108093,0.8948007225990295
8,0.8977810144424438,0.9678851962089539,0.2290637195110321,0.9166250228881836,0.8716284036636353,0.8078070282936096,0.8821492791175842,0.7034675478935242,0.7699393630027771,0.8779625296592712
9,0.9073688983917236,0.9741048812866211,0.20408646762371063,0.9293211102485657,0.8786486983299255,0.8146163821220398,0.8879897594451904,0.6430623531341553,0.7898089289665222,0.8574293851852417
